schema-evolution-event-driven-compatibility-rollback-vi.md	vi	2026-06-29	Schema Evolution trong Event-Driven System: Compatibility, Rollback và Data Contract	Playbook production để thay đổi event schema mà không làm hỏng consumer cũ, không mắc kẹt khi replay và không nhầm registry compatibility với một release an toàn.
semantic-caching-llm-freshness-safety-en.md	en	2026-07-03	Semantic Caching for LLM Apps: The Freshness, Safety, and Evaluation Playbook	Semantic caching can make an LLM application faster and cheaper, but a cache hit is not proof of a correct answer. This production playbook covers freshness, invalidation, scope, poisoning, intermediate context, and evaluation.
semantic-caching-llm-freshness-safety-vi.md	vi	2026-07-03	Semantic Caching cho LLM App: Freshness, Safety và Evaluation Playbook	Semantic caching giúp LLM app nhanh và rẻ hơn, nhưng một cache hit không chứng minh câu trả lời đúng. Playbook production này đi qua freshness, invalidation, scope, poisoning, intermediate context và cách đánh giá chất lượng.
semantic-diff-agents-en.md	en	2026-09-01	Semantic Diffs for AI Agents: Review Intent, Not Just JSON	A production design for turning an AI agent’s proposed tool call into a human-readable semantic diff: affected entities, invariants, risk, and a safe write boundary.
semantic-diff-agents-vi.md	vi	2026-09-01	Semantic Diff cho AI Agent: Review Intent, không chỉ JSON	Thiết kế production để biến tool call của AI agent thành semantic diff dễ review: entity bị ảnh hưởng, before/after, invariant, mức rủi ro và write boundary an toàn.
side-project-founder-mindset-en.md	en	2026-01-27	The Developer-Founder Mindset: Building Side-Projects from 0 to 1 on a $0 Budget	Practical insights from a Founder @ VNDO: How to choose a lean tech stack, design pragmatic system architectures, manage time effectively, and ship products to Production.
side-project-founder-mindset-vi.md	vi	2026-01-27	Tư duy Founder trong Lập trình: Xây dựng Side-Project từ A-Z với Chi phí 0$	Góc nhìn thực chiến từ Founder VNDO: Cách lựa chọn Tech Stack tinh gọn, thiết kế kiến trúc hệ thống thực dụng, quản lý thời gian và đưa sản phẩm lên Production.
spring-boot-ai-code-structure-en.md	en	2026-03-06	Token-Optimized Spring Boot Codebase Architecture	A guide to structuring source code to help AI understand faster, generate accurately, and reduce token costs throughout the product development lifecycle with Java 21 & Spring Boot 3.x.
spring-boot-ai-code-structure-vi.md	vi	2026-03-06	Kiến trúc mã nguồn Spring Boot tối ưu token	Hướng dẫn tổ chức mã nguồn giúp AI hiểu nhanh, sinh đúng, và giảm chi phí token trong vòng đời phát triển sản phẩm với Java 21 và Spring Boot 3.x.
state-aware-browser-agents-en.md	en	2026-06-20	State-Aware Browser Agents: Verifying the World Before Every Click	A production design for browser agents that treat the DOM, URL, account, visible text, and page version as changing state instead of trusting yesterday's screenshot before taking an irreversible action.
state-aware-browser-agents-vi.md	vi	2026-06-20	Browser Agent hiểu State: Xác minh thế giới trước mỗi lần click	Thiết kế production cho browser agent biết DOM, URL, account, visible text và page version đều có thể thay đổi, thay vì tin vào screenshot cũ trước một action không thể hoàn tác.
streaming-partial-json-llm-en.md	en	2026-07-20	Handling Partial JSON from Streaming LLMs: Don't Keep Your Users Waiting	When an AI returns a massive JSON object, how do you stream it real-time to the UI without breaking the format? Let's decode the art of streaming LLM outputs.
streaming-partial-json-llm-vi.md	vi	2026-07-20	Xử lý partial JSON từ Streaming LLM Responses: Đừng để User phải chờ	Khi AI trả về một object JSON khổng lồ, làm sao để stream nó real-time lên UI mà không bị gãy format? Hãy cùng giải mã nghệ thuật streaming LLM output.
synthetic-users-ai-agents-en.md	en	2026-06-19	Synthetic Users for AI Agents: Scenario Generation Without Evaluation Leakage	Synthetic users can scale end-to-end agent testing, but a simulator trained on the answer key can make an evaluation look better than it is. This production playbook covers grounded behavior, scenario factories, held-out partitions, leakage controls, fidelity checks, and continuous evaluation.
synthetic-users-ai-agents-vi.md	vi	2026-06-19	Synthetic User cho AI Agent: Sinh Scenario mà không làm rò rỉ Evaluation	Synthetic user giúp mở rộng kiểm thử end-to-end cho AI agent, nhưng simulator được huấn luyện từ answer key có thể khiến evaluation trông tốt hơn thực tế. Playbook production này trình bày grounded behavior, scenario factory, held-out partition, leakage control, fidelity check và continuous evaluation.
temporal-rag-time-aware-retrieval-en.md	en	2026-07-07	Temporal RAG: Teaching Retrieval to Respect What Was True When	A production-minded guide to time-aware retrieval, valid-time versus transaction-time, contradiction handling, and evaluation for historical questions.
temporal-rag-time-aware-retrieval-vi.md	vi	2026-07-07	Temporal RAG: Dạy hệ thống truy hồi hiểu điều gì đúng ở từng thời điểm	Hướng dẫn xây dựng retrieval có nhận thức về thời gian: valid-time, transaction-time, xử lý mâu thuẫn và đánh giá câu hỏi lịch sử trong production.
thu-nghiem-manus-tu-y-tuong-den-ket-qua.md	vi	2026-03-26	Dùng thử Manus: Từ một ý tưởng mơ hồ đến kết quả có thể sử dụng	Một quy trình thực tế để bắt đầu với Manus: chọn bài toán nhỏ, viết yêu cầu có ngữ cảnh, duyệt kế hoạch, kiểm tra đầu ra và lặp lại một cách có chủ đích.
tool-result-freshness-agent-observations-en.md	en	2026-04-20	Tool Result Freshness: Preventing Agents from Acting on Expired Observations	A production playbook for treating tool results as expiring observations—with freshness budgets, version checks, action-time revalidation, fail-closed behavior, and metrics for safe AI-agent actions.
tool-result-freshness-agent-observations-vi.md	vi	2026-04-20	Freshness của Tool Result: Ngăn Agent hành động trên Observation hết hạn	Playbook production để xem kết quả từ tool như một observation có thời hạn—với freshness budget, version check, revalidation ngay trước action, fail-closed và các metric cho AI agent an toàn.
voice-agents-interruption-en.md	en	2026-07-30	Voice Agents Under Interruption: Turn-Taking, Barge-In, and Safe Handoffs	A production playbook for voice agents that can detect turn boundaries, stop speaking when a person barges in, repair partial intent, and hand off safely without losing the conversation state.
voice-agents-interruption-vi.md	vi	2026-07-30	Voice Agent khi bị ngắt lời: Turn-Taking, Barge-In và Handoff an toàn	Playbook production cho voice agent biết nhận diện ranh giới lượt nói, dừng ngay khi người dùng barge-in, sửa intent dang dở và handoff an toàn mà không làm mất context cuộc hội thoại.
when-agents-disagree-arbitration-protocols-en.md	en	2026-03-19	When Agents Disagree: Arbitration Protocols for Conflicting AI Decisions	A production playbook for resolving conflicting AI decisions with evidence normalization, calibrated confidence, abstention, escalation, and auditable arbitration.
when-agents-disagree-arbitration-protocols-vi.md	vi	2026-03-19	Khi các Agent bất đồng: Arbitration Protocol cho những quyết định AI xung đột	Playbook production cho việc xử lý các quyết định AI xung đột bằng chuẩn hóa evidence, calibrated confidence, abstention, escalation và arbitration có thể audit.
zero-downtime-canary-db-migration-en.md	en	2026-03-16	Zero-Downtime Deployment: Kubernetes Canary Release & Safe DB Migration Techniques	A battle-tested production guide to zero-downtime deployments using Kubernetes Canary Release traffic splitting and Expand-Contract Database Migration.
zero-downtime-canary-db-migration-vi.md	vi	2026-03-16	Zero-Downtime Deployment: Kỹ thuật Canary Release & DB Migration an toàn trên K8s	Chiến lược thực chiến triển khai hệ thống quy mô lớn không gián đoạn dịch vụ với Kubernetes Canary Deployment và mô hình Expand-Contract Database Migration.
